Mac1,Mac2
200809,200780
200809,200814
200807,200809
200737,200810
200737,200811
200737,200812
200737,200813
200737,200780
200737,200814
200737,200807
200810,200811
200812,200810
200813,200810
200810,200780
200810,200814
200807,200810
200812,200811
200813,200811
200811,200780
200811,200814
200807,200811
200812,200813
200812,200780
200812,200814
200807,200812
200813,200780
200813,200814
200807,200813
200780,200814
200807,200780
200807,200814
200778,200815
200815,134787
200778,134787
200816,175690
175690,200761
175690,200817
200720,175690
179269,175690
200818,175690
175690,200819
200816,200761
200816,200817
200816,200720
179269,200816
200818,200816
200816,200819
200817,200761
200720,200761
179269,200761
200818,200761
200761,200819
200720,200817
179269,200817
200818,200817
200817,200819
179269,200720
200818,200720
200720,200819
200818,179269
179269,200819
200818,200819
200820,200777
200820,200821
200820,150143
200820,200822
200820,200823
200824,200820
200821,200777
150143,200777
200777,200822
200823,200777
200824,200777
200821,150143
200821,200822
200823,200821
200824,200821
150143,200822
200823,150143
200824,150143
200823,200822
200824,200822
200824,200823
191211,200792
200825,200792
200826,200792
200827,200792
200574,200792
200807,200792
191211,200825
191211,200826
191211,200827
191211,200574
191211,200807
200826,200825
200827,200825
200574,200825
200807,200825
200826,200827
200826,200574
200807,200826
200574,200827
200807,200827
200807,200574
169907,200828
200828,200829
200763,200828
200830,200828
200807,200828
200831,200828
169907,200829
200763,169907
200830,169907
200807,169907
200831,169907
200763,200829
200830,200829
200807,200829
200831,200829
200830,200763
200763,200807
200831,200763
200830,200807
200830,200831
200831,200807
200832,200833
200832,133380
137759,200832
200832,200679
133380,200833
137759,200833
200833,200679
137759,133380
133380,200679
137759,200679
200834,200835
200834,175252
200835,175252
146548,200836
200836,200837
200836,200810
200836,181555
146548,200837
146548,200810
146548,181555
200810,200837
181555,200837
181555,200810
200802,200838
200737,200838
200838,200839
200838,200840
200838,200841
200838,134787
200737,200802
200802,200839
200802,200840
200802,200841
200802,134787
200737,200839
200737,200840
200737,200841
200737,134787
200840,200839
200841,200839
200839,134787
200841,200840
200840,134787
200841,134787
200830,200842
200780,200761
169165,200780
169165,200761
200843,200718
191211,200843
169907,200843
200843,200844
200831,200843
191211,200718
169907,200718
200718,200844
200831,200718
191211,169907
191211,200844
200831,191211
169907,200844
200831,169907
200831,200844
200845,200846
200845,196458
200845,200847
200845,200848
200845,200849
200845,200850
200845,200851
200845,200841
196458,200846
200847,200846
200848,200846
200846,200849
200850,200846
200846,200851
200841,200846
196458,200847
196458,200848
196458,200849
196458,200850
196458,200851
196458,200841
200848,200847
200847,200849
200850,200847
200847,200851
200847,200841
200848,200849
200848,200850
200848,200851
200848,200841
200850,200849
200849,200851
200841,200849
200850,200851
200850,200841
200841,200851
200852,200829
200852,179269
179269,200829
200853,200854
200853,200835
200853,200855
200835,200854
200855,200854
200835,200855
200856,200857
200858,200784
200836,200761
200842,200836
200842,200761
200859,200779
200852,200860
200737,200860
179269,200860
200861,200860
200737,200852
200852,179269
200852,200861
200737,179269
200737,200861
200861,179269
200862,200823
200863,200823
200823,200864
200862,200863
200862,200864
200863,200864
200858,200857
200859,200779
200865,200718
200737,177340
200866,200867
200867,200868
200869,200867
196416,200867
200866,200868
200866,200869
196416,200866
200869,200868
196416,200868
196416,200869
200870,200565
200565,200871
200870,200871
200872,200873
169072,200873
200873,65281
200873,200874
200873,200597
200873,200875
200872,169072
200872,65281
200872,200874
200872,200597
200872,200875
169072,65281
169072,200874
169072,200597
169072,200875
200874,65281
200597,65281
65281,200875
200874,200597
200874,200875
200597,200875
200876,175252
200877,200878
168032,200879
200880,168032
200881,168032
200880,200879
200881,200879
200881,200880
200754,200859
200866,200882
196416,200882
196416,200866
200883,200884
200862,200883
200883,200885
200862,200884
200884,200885
200862,200885
200874,200886
200886,200871
200874,200871
200887,200888
200887,200869
200889,200887
200888,200869
200889,200888
200889,200869
200578,200597
200578,200565
200877,200578
200578,200876
200597,200565
200877,200597
200597,200876
200877,200565
200876,200565
200877,200876
200574,200879
198145,200879
200890,200879
200574,198145
200574,200890
198145,200890
200891,168032
200891,200892
200891,200893
200894,200891
200892,168032
168032,200893
200894,168032
200892,200893
200894,200892
200894,200893
200895,200896
200897,200895
200894,200895
200897,200896
200894,200896
200894,200897
192506,200898
200899,200898
200899,192506
200900,200901
180376,200900
6065,200900
200902,200900
171383,200900
196416,200900
200900,200903
200904,200900
180376,200901
6065,200901
200902,200901
171383,200901
196416,200901
200903,200901
200904,200901
6065,180376
200902,180376
171383,180376
196416,180376
180376,200903
200904,180376
6065,200902
171383,6065
196416,6065
6065,200903
200904,6065
171383,200902
196416,200902
200902,200903
200904,200902
196416,171383
171383,200903
200904,171383
196416,200903
200904,196416
200904,200903
200905,200906
200905,200785
200905,200907
200906,200785
200907,200906
200907,200785
200595,200908
200909,200908
200909,200595
138239,200910
200910,200911
200910,200565
200912,200910
200876,200910
138239,200911
138239,200565
200912,138239
138239,200876
200565,200911
200912,200911
200876,200911
200912,200565
200876,200565
200912,200876
141032,200913
200914,200913
200913,200915
200916,200913
171261,200913
141032,200914
141032,200915
141032,200916
141032,171261
200914,200915
200916,200914
200914,171261
200916,200915
171261,200915
200916,171261
200917,200578
200918,200578
200578,200919
200578,200920
187521,200578
200578,169904
200918,200917
200917,200919
200917,200920
200917,187521
200917,169904
200918,200919
200918,200920
200918,187521
200918,169904
200919,200920
187521,200919
200919,169904
187521,200920
200920,169904
187521,169904
200921,200922
200923,200922
200924,200922
200925,200922
200574,200922
200923,200921
200921,200924
200925,200921
200574,200921
200923,200924
200925,200923
200574,200923
200925,200924
200574,200924
200574,200925
200754,200926
200737,200754
200754,27878
200737,200926
27878,200926
200737,27878
200927,200928
200927,200929
200927,200874
200927,200893
200927,200597
200928,200929
200928,200874
200928,200893
200928,200597
200929,200874
200929,200893
200929,200597
200874,200893
200874,200597
200597,200893
200930,200931
186037,200931
200931,175252
200902,200931
172362,200931
200930,186037
200930,175252
200930,200902
200930,172362
186037,175252
200902,186037
172362,186037
200902,175252
172362,175252
200902,172362
180651,175736
175736,200871
180651,200871
200595,200932
200933,200932
200934,200932
196416,200932
200932,200935
200899,200932
200595,200933
200595,200934
200595,196416
200595,200935
200595,200899
200934,200933
200933,196416
200933,200935
200899,200933
200934,196416
200934,200935
200934,200899
196416,200935
200899,196416
200899,200935
200936,176998
200936,200937
200936,200938
200937,176998
200938,176998
200938,200937
200939,200940
200939,192506
200939,200941
200942,200939
200939,198145
200939,169904
200940,192506
200941,200940
200942,200940
200940,198145
200940,169904
200941,192506
200942,192506
192506,198145
192506,169904
200942,200941
200941,198145
200941,169904
200942,198145
200942,169904
198145,169904
200943,200915
200944,200943
200945,200943
200946,200943
200943,200947
200944,200915
200945,200915
200946,200915
200947,200915
200944,200945
200946,200944
200944,200947
200946,200945
200945,200947
200946,200947
200948,200949
200950,200948
200948,200951
200952,200948
200948,200908
200574,200948
200950,200949
200951,200949
200952,200949
200949,200908
200574,200949
200950,200951
200950,200952
200950,200908
200950,200574
200952,200951
200951,200908
200574,200951
200952,200908
200952,200574
200574,200908
200909,200953
200909,200954
200909,200955
200909,200876
200953,200954
200953,200955
200953,200876
200955,200954
200876,200954
200955,200876
17697,200697
200697,200956
200921,200697
200929,200697
200957,200697
200597,200697
200591,200697
187521,200697
177340,200697
17697,200956
17697,200921
200929,17697
17697,200957
17697,200597
200591,17697
187521,17697
177340,17697
200921,200956
200929,200956
200957,200956
200597,200956
200591,200956
187521,200956
177340,200956
200929,200921
200921,200957
200597,200921
200591,200921
187521,200921
177340,200921
200929,200957
200929,200597
200591,200929
187521,200929
200929,177340
200597,200957
200591,200957
187521,200957
177340,200957
200591,200597
187521,200597
177340,200597
187521,200591
200591,177340
187521,177340
191692,200958
200959,200958
200960,200958
200958,78187
200595,200958
200899,200958
191692,200959
191692,200960
191692,78187
191692,200595
191692,200899
200960,200959
200959,78187
200595,200959
200899,200959
200960,78187
200595,200960
200899,200960
200595,78187
200899,78187
200595,200899
200961,200962
200963,200962
196416,200962
200964,200962
200963,200961
196416,200961
200961,200964
196416,200963
200963,200964
196416,200964
200937,200965
200966,200937
200937,200871
200937,200967
200968,200937
200942,200937
200966,200965
200965,200871
200965,200967
200968,200965
200942,200965
200966,200871
200966,200967
200968,200966
200942,200966
200871,200967
200968,200871
200942,200871
200968,200967
200942,200967
200942,200968
200941,134205
200941,200792
200941,200969
134205,200792
134205,200969
200969,200792
200939,175946
200939,200578
200970,200939
200939,200947
200971,200939
200578,175946
200970,175946
175946,200947
200971,175946
200970,200578
200578,200947
200971,200578
200970,200947
200971,200970
200971,200947
2926,200915
2926,200972
2926,200565
2926,200973
2926,200876
200972,200915
200565,200915
200973,200915
200876,200915
200972,200565
200973,200972
200972,200876
200973,200565
200876,200565
200973,200876
200974,200975
41738,200975
181608,200975
200976,200975
200977,200975
200978,200975
200591,200975
41738,200974
181608,200974
200976,200974
200977,200974
200978,200974
200591,200974
41738,181608
41738,200976
41738,200977
41738,200978
41738,200591
200976,181608
181608,200977
181608,200978
200591,181608
200976,200977
200976,200978
200976,200591
200978,200977
200591,200977
200591,200978
200979,200980
200883,175252
200883,200981
200981,175252
200982,200921
6065,200921
200982,6065
191692,200909
200737,200909
200950,200909
200909,200983
200909,200984
200909,200954
200909,200595
200909,200985
200737,191692
200950,191692
191692,200983
191692,200984
191692,200954
191692,200595
191692,200985
200737,200950
200737,200983
200737,200984
200737,200954
200737,200595
200737,200985
200950,200983
200950,200984
200950,200954
200950,200595
200950,200985
200983,200984
200983,200954
200595,200983
200983,200985
200984,200954
200595,200984
200984,200985
200595,200954
200985,200954
200595,200985
200986,200792
200603,200792
200562,200792
200792,200618
200987,200792
200988,200792
200989,200792
163886,200792
200792,200967
200990,200792
200986,200603
200986,200562
200986,200618
200986,200987
200986,200988
200986,200989
200986,163886
200986,200967
200986,200990
200603,200562
200603,200618
200987,200603
200988,200603
200603,200989
163886,200603
200603,200967
200990,200603
200562,200618
200987,200562
200988,200562
200562,200989
163886,200562
200562,200967
200990,200562
200987,200618
200988,200618
200989,200618
163886,200618
200618,200967
200990,200618
200988,200987
200987,200989
163886,200987
200987,200967
200990,200987
200988,200989
163886,200988
200988,200967
200990,200988
163886,200989
200989,200967
200990,200989
163886,200967
200990,163886
200990,200967
200991,200618
200992,200991
200993,200991
200992,200618
200993,200618
200992,200993
200939,200582
200939,200994
2926,200939
200939,200995
200939,200996
200994,200582
2926,200582
200582,200995
200996,200582
2926,200994
200994,200995
200996,200994
2926,200995
2926,200996
200996,200995
149674,200997
200998,200997
41738,200997
200915,200997
200999,200997
201000,200997
200565,200997
149674,200998
149674,41738
149674,200915
149674,200999
149674,201000
149674,200565
41738,200998
200998,200915
200998,200999
201000,200998
200998,200565
41738,200915
41738,200999
41738,201000
41738,200565
200999,200915
201000,200915
200565,200915
201000,200999
200999,200565
201000,200565
201001,201002
200569,201002
200951,201002
201002,201003
201001,200569
200951,201001
201001,201003
200951,200569
200569,201003
200951,201003
137759,200618
137759,200597
200588,137759
200597,200618
200588,200618
200588,200597
201004,201005
181608,201005
169766,201005
200574,201005
201004,181608
169766,201004
200574,201004
169766,181608
200574,181608
200574,169766
191692,200982
191692,201006
201006,200982
201007,200792
201007,201008
201009,201007
176370,201007
201010,201007
201011,201007
201007,134787
201008,200792
201009,200792
176370,200792
201010,200792
201011,200792
134787,200792
201009,201008
176370,201008
201010,201008
201011,201008
134787,201008
201009,176370
201009,201010
201011,201009
201009,134787
201010,176370
201011,176370
176370,134787
201011,201010
201010,134787
201011,134787
201012,200697
201012,200618
201012,200989
200992,201012
201012,201013
201012,200591
201012,201014
200697,200618
200697,200989
200992,200697
201013,200697
200591,200697
201014,200697
200989,200618
200992,200618
201013,200618
200591,200618
201014,200618
200992,200989
201013,200989
200591,200989
201014,200989
200992,201013
200992,200591
200992,201014
200591,201013
201013,201014
200591,201014
193841,201015
193841,201016
193841,200582
193841,200618
136023,193841
201017,193841
169753,193841
200899,193841
201015,201016
201015,200582
201015,200618
136023,201015
201017,201015
169753,201015
200899,201015
200582,201016
201016,200618
136023,201016
201017,201016
169753,201016
200899,201016
200582,200618
136023,200582
201017,200582
169753,200582
200899,200582
136023,200618
201017,200618
169753,200618
200899,200618
136023,201017
136023,169753
136023,200899
169753,201017
200899,201017
200899,169753
200998,200814
201018,200998
201018,200814
201019,200569
201020,201021
201022,201023
201024,201023
200597,201023
201025,201023
201024,201022
200597,201022
201025,201022
200597,201024
201025,201024
200597,201025
201026,135489
200876,135489
201027,135489
201028,135489
200933,135489
201029,135489
169904,135489
200876,201026
201027,201026
201028,201026
200933,201026
201029,201026
201026,169904
201027,200876
201028,200876
200933,200876
201029,200876
200876,169904
201027,201028
201027,200933
201027,201029
201027,169904
201028,200933
201028,201029
201028,169904
200933,201029
200933,169904
201029,169904
200958,200618
201030,200958
169766,200958
201030,200618
169766,200618
169766,201030
201031,200792
188897,200792
201032,200792
181555,200792
200591,200792
201031,188897
201031,201032
181555,201031
200591,201031
188897,201032
181555,188897
200591,188897
181555,201032
200591,201032
181555,200591
137759,201033
200899,201033
200574,201033
200899,137759
200574,137759
200899,200574
201034,200582
201034,200631
201034,169902
181608,201034
201035,201034
201034,201036
200631,200582
200582,169902
181608,200582
201035,200582
201036,200582
200631,169902
181608,200631
201035,200631
200631,201036
181608,169902
201035,169902
201036,169902
201035,181608
181608,201036
201035,201036
201037,201038
200779,201038
201038,201039
201038,201040
201038,201041
41738,201038
201038,201042
134787,201038
201038,201043
201044,201038
201037,200779
201037,201039
201037,201040
201037,201041
41738,201037
201037,201042
201037,134787
201037,201043
201044,201037
200779,201039
200779,201040
200779,201041
41738,200779
200779,201042
134787,200779
200779,201043
201044,200779
201040,201039
201041,201039
41738,201039
201042,201039
134787,201039
201039,201043
201044,201039
201041,201040
41738,201040
201042,201040
134787,201040
201040,201043
201044,201040
41738,201041
201042,201041
134787,201041
201041,201043
201044,201041
41738,201042
41738,134787
41738,201043
41738,201044
134787,201042
201042,201043
201044,201042
134787,201043
201044,134787
201044,201043
200671,201045
200810,201045
200671,200810
200775,201046
200775,201047
201047,201046
201048,201049
201048,201016
201048,201050
201048,200585
201016,201049
201050,201049
200585,201049
201050,201016
200585,201016
201050,200585
200636,200618
201051,200618
201052,200618
201053,200618
196416,200618
200876,200618
200636,201051
200636,201052
201053,200636
196416,200636
200636,200876
201052,201051
201053,201051
196416,201051
200876,201051
201053,201052
196416,201052
200876,201052
201053,196416
201053,200876
196416,200876
201054,201055
201054,201056
201054,201057
201054,201058
201056,201055
201055,201057
201055,201058
201056,201057
201056,201058
201057,201058
